x y z
-0.0 0.0 0.0
-0.0 0.0 0.0
-230.68997868287067 271.90001010894775 150.71663669348914
-222.7659417064327 275.4000186920166 152.65672313124657
-215.97788597254947 280.2000045776367 155.31739875449134
-206.64051697768588 281.5000057220459 156.0380011557363
-195.74299438818397 280.2000045776367 155.31739875449134
-181.3378455374299 273.00000190734863 151.32637210386653
-173.76447112902207 275.4000186920166 152.65672313124657
-164.14594760889585 274.2000102996826 151.99154761755656
-153.54474211181292 270.70000171661377 150.0514611797991
-144.02792432640118 268.4000015258789 148.77655025573168
-136.6280117339721 269.6000099182129 149.4417257694217
-130.39714254747057 273.00000190734863 151.32637210386653
-122.12541619319978 271.90001010894775 150.71663669348914
-112.60282640285955 267.300009727478 148.16681484535428
-105.2922739636296 267.300009727478 148.16681484535428
-98.11558396519587 267.300009727478 148.16681484535428
-90.68668921401367 266.20001792907715 147.55707943497686
-81.06653480327681 257.6000213623047 142.79002349555213
-75.68845213927493 261.8000030517578 145.1181113619519
-70.82038225740168 268.4000015258789 148.77655025573168
-63.86475019711358 267.300009727478 148.16681484535428
-58.494981620677535 273.00000190734863 151.32637210386653
-52.286327250964156 275.4000186920166 152.65672313124657
-45.04322788860695 271.90001010894775 150.71663669348914
-38.67137363198089 273.00000190734863 151.32637210386653
-31.230047290017072 265.10000228881836 146.9473308088418
-24.942627785071927 265.10000228881836 146.9473308088418
-18.837945530034787 267.300009727478 148.16681484535428
-12.54710356089756 267.300009727478 148.16681484535428
-6.270099830826524 267.300009727478 148.16681484535428
-0.0 267.300009727478 148.16681484535428
6.378002788417365 271.90001010894775 150.71663669348914
12.655065923535167 269.6000099182129 149.4417257694217
19.077559677296488 270.70000171661377 150.0514611797991
25.582424324222014 271.90001010894775 150.71663669348914
31.88975398727913 270.70000171661377 150.0514611797991
37.240676848581614 262.9000186920166 145.72785998808695
44.28118722010092 267.300009727478 148.16681484535428
51.39400114718193 270.70000171661377 150.0514611797991
59.00922681015602 275.4000186920166 152.65672313124657
66.0867544659377 276.6000032424927 153.32188542917893
73.61731727203849 279.00002002716064 154.65223645655897
80.66111312652525 279.00002002716064 154.65223645655897
88.17873268350293 280.2000045776367 155.31739875449134
93.00324816278908 273.00000190734863 151.32637210386653
100.20783252850582 273.00000190734863 151.32637210386653
105.72557225611023 268.4000015258789 148.77655025573168
107.63195604432507 255.50000667572021 141.62596634659462
112.91772951744551 251.40001773834229 139.3533053677498
111.72122477499347 233.90002250671387 129.65289961047787
110.78220976145806 218.6000108718872 121.17196467396079
117.30441745385362 218.6000108718872 121.17196467396079
119.85225775648024 211.30001544952393 117.12551113578104
121.28361820598025 202.60000228881836 112.30301509304373
123.85607986542612 196.30000591278076 108.81087007768645
125.4087449359298 188.80001306533813 104.65355615651798
121.06445809178605 173.30000400543213 96.06176083701214
125.1588217241059 170.50000429153442 94.50969565153349
130.41919482245945 169.20000314712524 93.78909325028852
128.93569698571696 159.40001010894775 88.35686840505262
133.28943211362778 157.1000099182129 87.08195748098518
0.0 0.0 0.0
-0.0 0.0 0.0
-0.0 0.0 0.0
-231.62325222126722 273.00000190734863 147.58489412486446
-223.7365868417873 276.6000032424927 149.53106926107168
-213.2030085094503 276.6000032424927 149.53106926107168
-207.52140631881898 282.7000141143799 152.8287595628964
-196.6511532481322 281.5000057220459 152.1800302211594
-181.3378455374299 273.00000190734863 147.58489412486446
-172.25017331136294 273.00000190734863 147.58489412486446
-163.42757960269844 273.00000190734863 147.58489412486446
-152.92081172415305 269.6000099182129 145.74684484194805
-144.67186887535627 269.6000099182129 145.74684484194805
-136.6280117339721 269.6000099182129 145.74684484194805
-130.39714254747057 273.00000190734863 147.58489412486446
-123.1584741928129 274.2000102996826 148.2336234666015
-114.54062298182643 271.90001010894775 146.99023415427476
-105.72557225611023 268.4000015258789 145.098115500211
-98.11558396519587 267.300009727478 144.5034555296213
-91.43616034580091 268.4000015258789 145.098115500211
-82.73444001428638 262.9000186920166 142.12480275825865
-75.68845213927493 261.8000030517578 141.5301298986651
-71.13701807176098 269.6000099182129 145.74684484194805
-63.86475019711358 267.300009727478 144.5034555296213
-58.494981620677535 273.00000190734863 147.58489412486446
-52.74198014817077 277.80001163482666 150.17979860280872
-44.844433296938924 270.70000171661377 146.34150481253775
-39.01134412705224 275.4000186920166 148.8823528083385
-31.760169696120713 269.6000099182129 145.74684484194805
-25.253116853160837 268.4000015258789 145.098115500211
-19.000037848536035 269.6000099182129 145.74684484194805
-12.655065923535167 269.6000099182129 145.74684484194805
-6.324051309621945 269.6000099182129 145.74684484194805
-0.0 268.4000015258789 145.098115500211
6.4038054750543605 273.00000190734863 147.58489412486446
12.763028286172776 271.90001010894775 146.99023415427476
19.32422248553853 274.2000102996826 148.2336234666015
25.798825863896816 274.2000102996826 148.2336234666015
32.16070500238113 273.00000190734863 147.58489412486446
37.55231196602393 265.10000228881836 143.31412269943806
44.46341296268591 268.4000015258789 145.098115500211
51.62182985904432 271.90001010894775 146.99023415427476
59.26634429636401 276.6000032424927 149.53106926107168
66.3734668992406 277.80001163482666 150.17979860280872
73.61731727203849 279.00002002716064 150.82852794454573
81.00803815386615 280.2000045776367 151.4772443972789
88.58784207511017 281.5000057220459 152.1800302211594
92.62851259689546 271.90001010894775 146.99023415427476
99.80406771844441 271.90001010894775 146.99023415427476
105.72557225611023 268.4000015258789 145.098115500211
108.93786811132892 258.60002040863037 139.80020646903947
112.91772951744551 251.40001773834229 135.90785619662503
112.53321971449911 235.60001850128174 127.3663133457722
113.11339998020614 223.20001125335693 120.66281977783581
118.10934814004747 220.1000213623047 118.98695283035364
120.24930559621177 212.0000123977661 114.60805555163644
122.06184545516405 203.90000343322754 110.22915827291925
122.34179709085903 193.9000129699707 104.82312338845689
124.67807715881335 187.7000093460083 101.4713766044887
121.76304054901397 174.3000030517578 94.22727954810607
126.55355734704119 172.4000096321106 93.200135497859
130.03379568528678 168.7000036239624 91.19989743500639
129.2592453641685 159.80000495910645 86.38852252113374
133.62880247047107 157.50000476837158 85.14513320880701
135.3969288681676 152.20000743865967 82.27993343114159
-0.0 0.0 0.0
-0.0 0.0 0.0
-235.69575718831663 277.80001163482666 146.41569845769126
-226.64856081832002 280.2000045776367 147.68062512543014
-214.12797378957686 277.80001163482666 146.41569845769126
-205.68622602531715 280.2000045776367 147.68062512543014
-194.90470543282223 279.00002002716064 147.0481680745379
-182.1349405373286 274.2000102996826 144.51830217310575
-173.00732222019252 274.2000102996826 144.51830217310575
-164.14594760889585 274.2000102996826 144.51830217310575
-154.84933366668557 273.00000190734863 143.8858325562591
-147.14030592109845 274.2000102996826 144.51830217310575
-138.95920195272018 274.2000102996826 144.51830217310575
-131.5434990624895 275.4000186920166 145.1507717899524
-124.2364444984557 276.6000032424927 145.78322884084463
-117.02605816109367 277.80001163482666 146.41569845769126
-107.53756059420388 273.00000190734863 143.8858325562591
-99.36359065188155 270.70000171661377 142.67360750127264
-92.62851259689546 271.90001010894775 143.30607711811928
-84.84292226148378 269.6000099182129 142.0938520631328
-76.96053125146746 266.20001792907715 140.30187157000654
-71.13701807176098 269.6000099182129 142.0938520631328
-64.41427856332784 269.6000099182129 142.0938520631328
-58.75210421541678 274.2000102996826 144.51830217310575
-52.96980886003315 279.00002002716064 147.0481680745379
-44.844433296938924 270.70000171661377 142.67360750127264
-39.35131124484378 277.80001163482666 146.41569845769126
-32.4434384502683 275.4000186920166 145.1507717899524
-25.68591993251044 273.00000190734863 143.8858325562591
-19.239651995797736 273.00000190734863 143.8858325562591
-12.763028286172776 271.90001010894775 143.30607711811928
-6.34985399625894 270.70000171661377 142.67360750127264
-0.0 270.70000171661377 142.67360750127264
6.516400084425719 277.80001163482666 146.41569845769126
12.983646686606876 276.6000032424927 145.78322884084463
19.493361784767206 276.6000032424927 145.78322884084463
25.798825863896816 274.2000102996826 144.51830217310575
