x y z
-0.15541655694079112 0.27400001883506775 0.15188069053850725
-0.13571159670355223 0.5990000367164612 0.33203114217247537
-0.1317600179683858 0.6940000057220459 0.3846904848800035
-0.13070653559853568 0.7890000343322754 0.4373498606269257
-0.1281320687983136 0.8340000510215759 0.4622937771933307
-0.12068868987357512 0.8520000576972961 0.47227134381989266
-0.11077314911954425 0.8540000319480896 0.47337994764978
-0.10072308863860288 0.8550000190734863 0.4739342495647236
-0.08063309372854999 0.8570000529289246 0.475042886434005
-0.04983582182485936 0.8490000367164612 0.47060840503566764
-0.03975831318030421 0.8470000624656677 0.46949980120578033
-0.029844354618554215 0.8480000495910645 0.470054103120724
-0.01993858889540288 0.8500000238418579 0.4711627069506113
-0.009967923452496292 0.8500000238418579 0.4711627069506113
0.009909288666221283 0.8450000286102295 0.46839116433649897
0.01986821831316267 0.8470000624656677 0.46949980120578033
0.02991474133704255 0.8500000238418579 0.4711627069506113
0.04003995327479544 0.8530000448226929 0.4728256457348363
0.04989452050336727 0.8500000238418579 0.4711627069506113
0.06935351011356182 0.843000054359436 0.46728256050661165
0.07969221844440894 0.8470000624656677 0.46949980120578033
0.10001626204059698 0.8490000367164612 0.47060840503566764
0.11051373057430951 0.8520000576972961 0.47227134381989266
0.13105114357523978 0.8530000448226929 0.4728256457348363
0.15231740655908066 0.8570000529289246 0.475042886434005
0.16232682557240807 0.8550000190734863 0.4739342495647236
0.4305435038929759 1.8020000457763672 0.9988649360921444
0.450431029937546 1.7920000553131104 0.9933218508639198
0.48709382203349494 1.7620000839233398 0.9766925951792459
0.5094081645028257 1.7620000839233398 0.9766925951792459
0.5394207789886892 1.787000060081482 0.9905503082498074
0.5670880718638514 1.8020000457763672 0.9988649360921444
0.5903989179774796 1.8020000457763672 0.9988649360921444
0.6138895834278216 1.8020000457763672 0.9988649360921444
0.6393377508573796 1.8070000410079956 1.0016364787062566
0.6651157322510591 1.812000036239624 1.004408021320369
0.6935169463072622 1.8230000734329224 1.0105054415029313
0.7244014063543948 1.8390001058578491 1.019374404299606
0.7693976843496259 1.8880001306533813 1.0465355615651797
0.8025005113836572 1.90500009059906 1.055958793237404
0.8189272698406904 1.8820000886917114 1.0432096839967298
0.8282429990187191 1.8440001010894775 1.0221459469137184
0.8325356111784269 1.7430000305175781 0.9661606935983461
0.8646702601605624 1.7570000886917114 0.9739210525651335
0.923860779899768 1.8230000734329224 1.0105054415029313
0.9733192887090388 1.8660000562667847 1.034340721200055
1.0072296046371325 1.877000093460083 1.0404381413826174
1.0612568104054099 1.871000051498413 1.0371122638141672
1.0847281248853073 1.812000036239624 1.004408021320369
1.1045762871077542 1.7970000505447388 0.996093393478032
1.1338225933489532 1.7970000505447388 0.996093393478032
1.1906987285361783 1.8390001058578491 1.019374404299606
1.2467807715881334 1.877000093460083 1.0404381413826174
1.282159557319516 1.8820000886917114 1.0432096839967298
1.30355614766229 1.8660000562667847 1.034340721200055
1.3399675843459053 1.871000051498413 1.0371122638141672
1.377848176893946 1.877000093460083 1.0404381413826174
1.4202899193271812 1.8880001306533813 1.0465355615651797
1.4591226218953646 1.8930001258850098 1.049307104179292
1.4821991326362176 1.877000093460083 1.0404381413826174
1.5134170665069395 1.871000051498413 1.0371122638141672
1.5591748529187583 1.8820000886917114 1.0432096839967298
1.6060909983493725 1.8930001258850098 1.049307104179292
-0.15619505780049925 0.2680000066757202 0.13410691348084117
-0.1537149209270439 0.2710000276565552 0.13560812073493037
-0.1534723846726927 0.28600001335144043 0.14311409735317676
-0.15230935078415 0.29200002551078796 0.14611649694830525
-0.1515273642186249 0.2990000247955322 0.1496192890194302
-0.15059140983177072 0.3060000240802765 0.15312208109055517
-0.15045825344587382 0.3150000274181366 0.15762567302672295
-0.14822135875993825 0.33000001311302185 0.16513164964496935
-0.14751134158609805 0.33900001645088196 0.16963524158113713
-0.1470197746465317 0.3490000069141388 0.1746392259933014
-0.14629966656725724 0.359000027179718 0.17964322531851554
-0.14532281019762436 0.38200002908706665 0.19115240139693324
-0.14498935768251997 0.39500001072883606 0.19765757815013682
-0.14364755536362903 0.406000018119812 0.20316196995134742
-0.1424005810829469 0.4180000126361847 0.20916675422855452
-0.1412108442847633 0.4310000240802765 0.21567194589480795
-0.14067057537549327 0.44700002670288086 0.2236783299021007
-0.1381935860875044 0.4780000150203705 0.23919069052763986
-0.13739252117883075 0.4970000088214874 0.2486982668759719
-0.1364163144690137 0.5170000195503235 0.2587062506133503
-0.13724070115677908 0.5460000038146973 0.2732178113738466
-0.13451498146159607 0.5630000233650208 0.28172460277018574
-0.13480534052049825 0.5950000286102295 0.29773737078477125
-0.13413135887246078 0.6260000467300415 0.3132497463233602
-0.13091719850839548 0.6480000019073486 0.3242585000996817
-0.12992300847397975 0.7310000061988831 0.3657916124771847
-0.12904992716685562 0.7790000438690186 0.3898107794121129
-0.12721025812070355 0.8280000686645508 0.4143303388230375
-0.12040537831328249 0.8500000238418579 0.4253390925993589
-0.11051373057430951 0.8520000576972961 0.42633990737745164
-0.10084089892303055 0.8560000658035278 0.4283415071075373
-0.09110106347374085 0.8600000143051147 0.4303430770115232
-0.08082126654215457 0.859000027179718 0.42984268453552676
