x y z 
-0.0 0.0 0.0 
-0.0 0.0 0.0 
-0.0 0.0 0.0 
-1.612909494634112 1.9940000772476196 1.105292291415876 
-1.5469937721889722 2.007000207901001 1.112498381507114 
-0.0 0.0 0.0 
-1.3762088564581496 1.970000147819519 1.0919889132996523 
-1.3371175186510773 2.013000011444092 1.1158241269179876 
-1.2467631950229414 1.9760000705718994 1.0953147247893142 
-1.2014622122628786 2.007000207901001 1.112498381507114 
-0.0 0.0 0.0 
-0.0 0.0 0.0 
-0.0 0.0 0.0 
-0.0 0.0 0.0 
-0.0 0.0 0.0 
-0.0 0.0 0.0 
-0.0 0.0 0.0 
-0.0 0.0 0.0 
-0.0 0.0 0.0 
-0.0 0.0 0.0 
-0.0 0.0 0.0 
-0.0 0.0 0.0 
-0.0 0.0 0.0 
-0.0 0.0 0.0 
-0.0 0.0 0.0 
-0.0 0.0 0.0 
-0.0 0.0 0.0 
-0.0 0.0 0.0 
-0.0 0.0 0.0 
-0.0 0.0 0.0 
-0.0 0.0 0.0 
-0.0 0.0 0.0 
-0.0 0.0 0.0 
0.0 0.0 0.0 
0.0 0.0 0.0 
0.0 0.0 0.0 
0.0 0.0 0.0 
0.0 0.0 0.0 
0.0 0.0 0.0 
0.0 0.0 0.0 
0.0 0.0 0.0 
0.0 0.0 0.0 
0.0 0.0 0.0 
0.0 0.0 0.0 
0.0 0.0 0.0 
0.0 0.0 0.0 
0.0 0.0 0.0 
0.7579823386797294 2.065000057220459 1.1446482229677863 
0.8110616753017633 2.059000015258789 1.1413223453993362 
0.8787486356492764 2.0860002040863037 1.1562887944573614 
0.945921807779963 2.1060001850128174 1.1673749649138108 
1.0059208952801242 2.1060001850128174 1.1673749649138108 
1.0642389971468336 2.1000001430511475 1.1640490873453608 
1.126895156368468 2.1000001430511475 1.1640490873453608 
1.2070307069206843 2.128000020980835 1.1795696731213592 
1.2954479318688985 2.1640000343322754 1.199524806374483 
1.3603347791927742 2.1560001373291016 1.195090391054934 
1.4673088573415152 2.2090001106262207 1.2244687559802823 
0.0 0.0 0.0 
1.6105480860242247 2.194000005722046 1.2161540620591569 
0.0 0.0 0.0 
1.6816643446775275 2.0789999961853027 1.1524085158557855 
1.6451190950941004 1.939000129699707 1.0748053226606407 
1.7044712242780593 1.9160001277923584 1.0620562134199663 
-0.0 0.0 0.0 
-0.0 0.0 0.0 
-0.0 0.0 0.0 
-1.6032029468543938 1.9820001125335693 1.071477196776761 
-1.5369732843588004 1.9940000772476196 1.0779644257491119 
-1.4409781129664485 1.9630000591278076 1.061205691829271 
-1.3887832740661736 1.9880000352859497 1.0747207790404267 
-1.3457526616941664 2.0260000228881836 1.0952637244903876 
-1.2543346088957767 1.9880000352859497 1.0747207790404267 
-1.1972716370761263 2.0 1.0812080080127777 
-1.1100372343813907 1.9570001363754272 1.057962109565605 
-0.0 0.0 0.0 
-0.0 0.0 0.0 
-0.0 0.0 0.0 
-0.0 0.0 0.0 
-0.0 0.0 0.0 
-0.0 0.0 0.0 
-0.0 0.0 0.0 
-0.0 0.0 0.0 
-0.0 0.0 0.0 
-0.0 0.0 0.0 
-0.0 0.0 0.0 
-0.0 0.0 0.0 
-0.0 0.0 0.0 
-0.0 0.0 0.0 
-0.0 0.0 0.0 
-0.0 0.0 0.0 
-0.0 0.0 0.0 
-0.0 0.0 0.0 
-0.0 0.0 0.0 
-0.0 0.0 0.0 
-0.0 0.0 0.0 
-0.0 0.0 0.0 
0.0 0.0 0.0 
0.0 0.0 0.0 
0.0 0.0 0.0 
0.0 0.0 0.0 
0.0 0.0 0.0 
0.0 0.0 0.0 
0.0 0.0 0.0 
0.0 0.0 0.0 
0.0 0.0 0.0 
0.0 0.0 0.0 
0.0 0.0 0.0 
0.0 0.0 0.0 
0.0 0.0 0.0 
0.7174536867003387 2.1060001850128174 1.1385121324561247 
0.7557799533469151 2.059000015258789 1.113103652498117 
0.8055469526855416 2.0450000762939453 1.1055352294378775 
0.8787486356492764 2.0860002040863037 1.1277000626872 
0.9400827796479305 2.0930001735687256 1.13148427421732 
0.9930243844861611 2.0789999961853027 1.1239157222670417 
1.0606915495303744 2.0930001735687256 1.13148427421732 
1.1419203585915636 2.128000020980835 1.1504053318679188 
1.2110011853179996 2.134999990463257 1.1541895433980387 
1.2906589069781833 2.1560001373291016 1.1655423068784365 
1.3603347791927742 2.1560001373291016 1.1655423068784365 
1.4619949962538175 2.201000213623047 1.1898695283035363 
1.5871809084406552 2.2720000743865967 1.2282523373162075 
1.5995371442758246 2.17900013923645 1.1779762000017038 
1.7088614098014845 2.2170000076293945 1.1985190810066453 
1.7212995513817881 2.128000020980835 1.1504053318679188 
1.6765112070975292 1.9760000705718994 1.0682335500680757 
1.7462823021283629 1.9630000591278076 1.061205691829271 
-0.0 0.0 0.0 
-0.0 0.0 0.0 
-0.0 0.0 0.0 
-1.612909494634112 1.9940000772476196 1.0509463707966944 
-1.5277237234439374 1.9820001125335693 1.044621737458 
-1.4461166632923521 1.970000147819519 1.0382971041193056 
-1.3929748021205803 1.9940000772476196 1.0509463707966944 
-1.3371175186510773 2.013000011444092 1.0609603683471462 
-1.2701084191372924 2.013000011444092 1.0609603683471462 
-1.190088028377103 1.9880000352859497 1.0477840227124613 
-0.0 0.0 0.0 
-0.0 0.0 0.0 
-0.0 0.0 0.0 
-0.0 0.0 0.0 
-0.0 0.0 0.0 
-0.0 0.0 0.0 
-0.0 0.0 0.0 
-0.0 0.0 0.0 
-0.0 0.0 0.0 
-0.0 0.0 0.0 
-0.0 0.0 0.0 
-0.0 0.0 0.0 
-0.0 0.0 0.0 
-0.0 0.0 0.0 
-0.0 0.0 0.0 
-0.0 0.0 0.0 
-0.0 0.0 0.0 
-0.0 0.0 0.0 
-0.0 0.0 0.0 
-0.0 0.0 0.0 
-0.0 0.0 0.0 
-0.0 0.0 0.0 
-0.0 0.0 0.0 
0.0 0.0 0.0 
0.0 0.0 0.0 
0.0 0.0 0.0 
0.0 0.0 0.0 
0.0 0.0 0.0 
0.0 0.0 0.0 
0.0 0.0 0.0 
0.0 0.0 0.0 
0.0 0.0 0.0 
0.0 0.0 0.0 
0.0 0.0 0.0 
0.0 0.0 0.0 
0.0 0.0 0.0 
0.7058708107341095 2.072000026702881 1.0920565817428662 
0.7557799533469151 2.059000015258789 1.0852048694468757 
0.8031834733027106 2.0390000343322754 1.0746637929391276 
0.8757997274323857 2.0789999961853027 1.0957459459546237 
0.9400827796479305 2.0930001735687256 1.1031248000376825 
0.9896808826105198 2.072000026702881 1.0920565817428662 
1.0642389971468336 2.1000001430511475 1.1068141642494398 
1.1569456887540512 2.1560001373291016 1.1363292036030432 
1.218942277346908 2.1490001678466797 1.1326398393912858 
1.2906589069781833 2.1560001373291016 1.1363292036030432 
1.3426680214637245 2.128000020980835 1.1215716210964695 
1.4420676212563504 2.1710000038146973 1.144234948154082 
1.5760035558139693 2.25600004196167 1.1890345861417833 
1.6046756070938466 2.186000108718872 1.1521408183646653 
1.7142571631174257 2.2240002155303955 1.1721689391251129 
1.7868190140668605 2.2090001106262207 1.16426306891453 
1.7927471220103794 2.1130001544952393 1.1136658765454304 
1.8370213679058065 2.065000057220459 1.0883672175311088 
-0.0 0.0 0.0 
-0.0 0.0 0.0 
-1.7189330074106899 2.0260000228881836 1.0406638936186978 
-1.6339403320858064 2.0199999809265137 1.037581945465111 
-1.5277237234439374 1.9820001125335693 1.0180631446003283 
-1.4637342750992504 1.9940000772476196 1.0242269796751218 
-1.3887832740661736 1.9880000352859497 1.0211450315215351 
-1.3284823756079882 2.0 1.0273088665963286 
-1.266322825024065 2.007000207901001 1.0309045544186866 
-1.190088028377103 1.9880000352859497 1.0211450315215351 
-1.103230622709263 1.9450000524520874 0.9990578997071767 
-0.0 0.0 0.0 
-0.0 0.0 0.0 
-0.0 0.0 0.0 
-0.0 0.0 0.0 
